#NEW_CODE	OLD_CODE	NUM_CODE	NAME	TICKETING_NAME	CODE
IRK	Y9	780	KISH AIRLINES	TRANS AIR	IRK
IRM	W5	537	MAHAN AIRLINES	MAHAN AIR	IRM
IRQ	QB	237	FARAZ QESHM AIR	SKY GEORGIA	IRQ
IRS	DH	0	SAHAND ASIA AIRLINES	NULL	IRS
NULL	IS	0	AIS AIRLINES	ISLAND AIR	IS
ISK	3L	222	INTERSKY LUFTFAHRT	 INTERSKY	ISK
ISR	6H	818	ISRAIR AIRLINES	ISRAIR AIRLIN	ISR
ISS	IG	191	MERIDIANA FLY	MERIDIANA FLY	ISS
ISV	WC	506	ISLENA AIRLINES	ISLENA AIR	ISV
KFR	IT	90	KINGFISHER AIRLINES	KINGFISHER	IT
ITK	ID	431	INTERLINK AIRLINES	INTERLINK	ITK
ASN	IU	0	HEVI LIFT (PNG) PTY LTD	AIR STRAUBING	IU
JET	IV	0	WIND JET	WIND JET	IV
NULL	IW	513	PT WINGS ABADI AIRLINES	AIR LIB	IW
IWD	IP	560	IBERWORLD AIRLINES	ATYRAUAUEJOLY	IWD
NULL	IX	0	AIR INDIA CHARTERS	NULL	IX
IYE	IY	635	YEMEN AIRWAYS	YEMEN AIRWAYS	IY
IYE	IY	635	YEMEN AIRWAYS	YEMEN AIRWAYS	IYE
AIZ	IZ	238	ARKIA	ARKIA ISRAELI	IZ
IZA	I8	0	IZHAVIA	ABORIGINALAIR	IZA
IZG	ZV	0	ZAGROS AIRLINES	AIR MIDWEST	IZG
IZM	4I	597	IHY IZMIR HAVAYOLLARI	NULL	IZM
NULL	J0	402	JETLINK EXPRESS	JETLINK EXPRS	J0
NULL	J1	528	PRIMAIR	NULL	J1
AHY	J2	771	AZERBAIJAN AIRLINES	AZERBAIJAN AI	J2
PLR	J3	0	NORTHWESTERN AIR LEASE	NW AIR LEASE	J3
NULL	J4	0	BADR AIRLINES	JET FOR YOU	J4
NULL	J5	0	ALASKA SEAPLANE SERVICE	STOCK SOCHI	J5
NULL	J6	0	AIRWAYS INTERNATIONAL	NULL	J6
NULL	J7	0	DENIM AIR	CENTRE AVIA	J7
BVT	J8	801	BERJAYA AIR	BERJAYA AIR	J8
NULL	J9	486	JAZEERA AIRWAYS	NULL	J9
NULL	JA	995	B&H AIRLINES	B&H AIRLINES	JA
JAC	3X	0	JAPAN AIR COMMUTER	J.AIR COMMU	JAC
JAF	TB	0	JETAIRFLY	JETAIRFLY	JAF
JAI	9W	589	JET AIRWAYS	JET AIRWAYS	JAI
JAL	JL	131	JAPAN AIRLINES	J A L	JAL
JAT	JU	115	JAT AIRWAYS	J A T	JAT
JAV	R5	151	JORDAN AVIATION	MALTA AIR	JAV
JBA	JB	613	HELIJET INTERNATIONAL	HELIJET	JB
JBA	JB	613	HELIJET INTERNATIONAL	HELIJET	JBA
JBR	3B	0	JOB AIR	JOB AIR	JBR
JBU	B6	279	JETBLUE AIRWAYS	JETBLUE AIR	JBU
JBW	3J	535	JUBBA AIRWAYS (KENYA)	ZIP AIR	JBW
NULL	JC	688	JAL EXPRESS	NULL	JC
DER	JD	898	DEER JET	NULL	JD
NULL	JE	0	MANGO	NULL	JE
JET	IV	0	WIND JET	WIND JET	JET
NULL	JF	0	JET ASIA AIRWAYS	NULL	JF
NULL	JG	0	UNDEFINED	NULL	JG
FDA	JH	0	FUJI DREAM AIRLINES	NORDESTE	JH
NULL	JI	0	EASTERN CARIBBEAN AIRLINES	NULL	JI
TAM	JJ	957	TAM LINHAS AEREAS	TAM LINH. AER	JJ
JJA	7C	806	JEJU AIR	COL.PACIFIC	JJA
JKK	JK	680	SPANAIR	SPANAIR	JK
JKK	JK	680	SPANAIR	SPANAIR	JKK
JAL	JL	131	JAPAN AIRLINES	J A L	JL
AJM	JM	201	AIR JAMAICA	AIR JAMAICA	JM
NVL	JN	0	NEW LIVINGSTON	NULL	JN
JNA	LJ	718	JIN AIR	JIN AIR	JNA
NULL	JO	0	JALWAYS	JALWAYS	JO
ADR	JP	165	ADRIA AIRWAYS	ADRIA	JP
JST	JQ	41	JETSTAR	JETSTAR	JQ
NULL	JR	929	JOY AIR	AERO CALIFORN	JR
KOR	JS	120	AIR KORYO	KOR.AIR DPR	JS
JSA	3K	375	JETSTAR ASIA	JETSTAR ASIA	JSA
JST	JQ	41	JETSTAR	JETSTAR	JST
NULL	JT	990	LION AIRLINES	JARO INTL ARL	JT
JTA	NU	353	JAPAN TRANSOCEAN AIR	JAPAN TRANSOC	JTA
JAT	JU	115	JAT AIRWAYS	J A T	JU
BLS	JV	632	BEARSKIN AIRLINES	BEARSKIN AIR	JV
NULL	JW	0	AIR ASIA JAPAN	NULL	JW
NULL	JX	179	NICE HELICOPTERES	NICE HELICOPT	JX
JXX	GX	591	PRIMERA AIR	NULL	JXX
NULL	JY	653	AIR TURKS AND CAICOS	NULL	JY
SKX	JZ	752	SKYWAYS AB	SKYWAYS AB	JZ
JZA	QK	983	JAZZ AVIATION	JAZZ AIR	JZA
NULL	K0	0	UNDEFINED	NULL	K0
NULL	K1	0	UNDEFINED	NULL	K1
ELO	K2	78	EUROLOT	EUROLOT	K2
NULL	K3	0	TAQUAN AIR SERVICES	NULL	K3
NULL	K4	0	ALS LTD.	NULL	K4
NULL	K5	609	SEAPORT/WINGS OF ALASKA	WINGS ALASKA	K5
NULL	K6	188	CAMBODIA ANGKOR AIR	CAMBODIA AIR	K6
KBZ	K7	0	AIR KBZ	ARIZONA	K7
NULL	K8	241	ZAMBIA SKYWAYS	NULL	K8
NULL	K9	443	TONLESAP AIRLINES	NULL	K9
HDA	KA	43	DRAGONAIR	HK DRAGON	KA
KAC	KU	229	KUWAIT AIRWAYS	KUWAIT AIR	KAC
KAE	3Y	0	KARTIKA AIRLINES	KARTIKA AIR	KAE
KAL	KE	180	KOREAN AIR	KOREAN AIR	KAL
KAP	9K	306	CAPE AIR	CAPE AIR	KAP
DRK	KB	787	DRUK AIR	DRUK-AIR	KB
KBA	4K	0	KENN BOREK AIR	KENN BOREK	KBA
KBZ	K7	0	AIR KBZ	ARIZONA	KBZ
KZR	KC	465	AIR ASTANA	AIR ASTANA	KC
KNI	KD	0	PT KAL STAR AVIATION	KD AVIA	KD
KAL	KE	180	KOREAN AIR	KOREAN AIR	KE
KEN	M5	763	KENMORE AIR	KENMORE AIR	KEN
BLF	KF	142	BLUE1	BLUE 1	KF
KFR	IT	90	KINGFISHER AIRLINES	KINGFISHER	KFR
GTV	KG	854	AEROGAVIOTA	KING ISLAND	KG
KGA	R8	0	KYRGYZSTAN AIRLINES	KYRGYZSTAN	KGA
KHH	ZR	451	ALEXANDRIA AIRLINES	NULL	KHH
KHO	KO	354	AIRCOMPANY KHORS	AIR KHORS	KHO
NULL	KI	0	ADAM AIR	AIR CONTACT	KI
KIL	GW	113	KUBAN AIRLINES	AIR OF KUBAN	KIL
AAZ	KJ	666	ASIAN AIR	BMED	KJ
KKK	KK	610	ATLASJET AIRLINES	ATLASJET	KK
KKK	KK	610	ATLASJET AIRLINES	ATLASJET	KKK
KLM	KL	74	KLM ROYAL DUTCH AIRLINES	KLM	KL
KLC	WA	0	KLM CITYHOPPER	KLM CITYHOPP	KLC
KLM	KL	74	KLM ROYAL DUTCH AIRLINES	KLM	KLM
AMC	KM	643	AIR MALTA	AIR MALTA	KM
KMF	RQ	384	KAM AIR	KAM AIR	KMF
KMP	E2	837	KAMPUCHEA AIRLINES	RIO GRANDEAIR	KMP
KMZ	O5	174	COMORES AVIATION INTERNATIONAL	NULL	KMZ
CUA	KN	822	CHINA UNITED AIRLINES	NULL	KN
KNA	KY	833	KUNMING AIRLINES	NULL	KNA
KNE	XY	593	NATIONAL AIR SERVICES	NATIONAL AIR	KNE
KNI	KD	0	PT KAL STAR AVIATION	KD AVIA	KNI
KHO	KO	354	AIRCOMPANY KHORS	AIR KHORS	KO
KOR	JS	120	AIR KORYO	KOR.AIR DPR	KOR
NULL	KP	32	ASKY	ASKY	KP
KQA	KQ	706	KENYA AIRWAYS	KENYAAIRWAY	KQ
KQA	KQ	706	KENYA AIRWAYS	KENYAAIRWAY	KQA
EAA	KR	265	AIR BISHKEK AIRCOMPANY	AIR BISHKEK	KR
KRP	V3	21	CARPATAIR	VEG AIR SRL	KRP
KRT	0K	0	AIRCOMPANY KOKSHETAU	NULL	KRT
PEN	KS	339	PENAIR	PEN AIR	KS
NULL	KT	0	KATMAI AIR LLC	NULL	KT
KTC	6K	0	KYRGYZ TRANS AVIA	KORSAR	KTC
KAC	KU	229	KUWAIT AIRWAYS	KUWAIT AIR	KU
MVD	KV	0	KAVMINVODYAVIA AIRLINES	KAVMINVODYAV	KV
NULL	KW	100	WATANIYA AIRWAYS	NULL	KW
CAY	KX	378	CAYMAN AIRWAYS	CAYMAN AIR	KX
KNA	KY	833	KUNMING AIRLINES	NULL	KY
NULL	KZ	0	UNDEFINED	NULL	KZ
KZR	KC	465	AIR ASTANA	AIR ASTANA	KZR
NULL	L0	0	UNDEFINED	NULL	L0
NULL	L1	0	E-SAVTRAVEL	NULL	L1
NULL	L2	0	UNDEFINED	NULL	L2
NULL	L3	0	LYNX AVIATION	LTU BILLA LUF	L3
NULL	L4	445	LINEA TURISTICA AEREOTUY	**	L4
NULL	L5	0	LUFTTRANSPORT AS	NULL	L5
NULL	L6	495	MAURITANIAN AIRLINES INT	MAURITANIAN	L6
LHS	L7	0	LUGANSK AIRLINES	NULL	L7
NULL	L8	0	AFRIC AVIATION	AIR LUXOR GB	L8
BAL	L9	812	BELLE AIR EUROPE	NULL	L9
LAN	LA	45	LAN AIRLINES	LAN-CHILE	LA
LAA	LN	148	LIBYAN AIRLINES	LIBYAN AIR	LAA
LAL	WJ	927	AIR LABRADOR	LABRADORAIR	LAL
LAM	TM	68	LAM MOZAMBIQUE	LAM	LAM
LAN	LA	45	LAN AIRLINES	LAN-CHILE	LAN
LAO	QV	627	LAO AIRLINES	LAO AIRLINES	LAO
LAP	PZ	692	TAM MERCOSUR	LAPSA	LAP
LLB	LB	0	LLOYD AEREO BOLIVIANO	L A B	LB
LBC	LV	639	ALBANIAN AIRLINES	NULL	LBC
LBT	BJ	796	NOUVELAIR	NOUVELAIR	LBT
LBY	LZ	379	BELLE AIR COMPANY	NULL	LBY
NULL	LC	753	EQUATORIAL CONGO AIRLINE	CONGO AIRLINE	LC
LCO	UC	0	LAN CHILE CARGO	LADECO	LCO
NULL	LD	0	UNDEFINED	NULL	LD
LDA	NG	231	LAUDA AIR	LAUDA AIR	LDA
NULL	LE	0	UNDEFINED	NULL	LE
LER	QL	782	LINEA AEREA DE SERVICIO	NULL	LER
NULL	LF	971	LAO CENTRAL AIRLINES	LAO CENTRAL	LF
LFM	3I	0	AIRLIFT SERVICE	VIRGIN AUSTRA	LFM
LGL	LG	149	LUXAIR	LUXAIR	LG
LGL	LG	149	LUXAIR	LUXAIR	LGL
DLH	LH	220	LUFTHANSA	LUFTHANSA	LH
LHS	L7	0	LUGANSK AIRLINES	NULL	LHS
LIA	LI	140	LIAT	LIAT	LI
LIA	LI	140	LIAT	LIAT	LIA
LID	D4	0	ALIDAUNIA S.R.L.	NULL	LID
JNA	LJ	718	JIN AIR	JIN AIR	LJ
NULL	LK	256	CONTINENT	NULL	LK
NULL	LL	0	UNDEFINED	NULL	LL
LLB	LB	0	LLOYD AEREO BOLIVIANO	L A B	LLB
LLM	YC	664	YAMAL AIRLINES	YAMAL	LLM
NULL	LM	0	LIVINGSTON	LIVINGSTON	LM
LMU	UJ	0	ALMASRIA UNIVERSAL AIRLINES	NULL	LMU
LAA	LN	148	LIBYAN AIRLINES	LIBYAN AIR	LN
LNE	XL	462	LANECUADOR AEROLANE SA	LAN ECUADOR	LNE
LOT	LO	80	LOT POLISH AIRLINES	LOT	LO
LOC	ZQ	0	AIR AZUL	CARRIBEAN SUN	LOC
LOF	AX	414	AMERICAN CONNECTION	AA CONNECTION	LOF
LOT	LO	80	LOT POLISH AIRLINES	LOT	LOT
LPE	LP	544	LANPERU	LAN PERU	LP
LPE	LP	544	LANPERU	LAN PERU	LPE
LPV	A6	527	AIR ALPS AVIATION	ALPS AVIATION	LPV
NULL	LQ	0	SKYNET ASIA AIRWAYS	AIR GUINEA	LQ
LRC	LR	133	LACSA	L A C S A	LR
LRC	LR	133	LACSA	L A C S A	LRC
LRS	RZ	684	SANSA	PAN AM EXP	LRS
EXS	LS	949	JET2.COM	NULL	LS
LTU	LT	266	LTU INTL AIRWAYS	NULL	LT
LTC	6Y	0	SMARTLYNX AIRLINES	NULL	LTC
LTP	QJ	0	LATPASS AIRLINES	NULL	LTP
LTU	LT	266	LTU INTL AIRWAYS	NULL	LTU
NULL	LU	972	LAN EXPRESS	THERON AIR	LU
LBC	LV	639	ALBANIAN AIRLINES	NULL	LV
ANV	LW	568	PACIFIC WINGS	AIR NEVADA	LW
SWR	LX	724	SWISS INTERNATIONAL AIRLINES	SWISS	LX
ELY	LY	114	EL AL ISRAEL AIRLINES	EL AL	LY
LYN	QH	138	KYRGYZSTAN AIR COMPANY	KYRGYZSTAN	LYN
LBY	LZ	379	BELLE AIR COMPANY	NULL	LZ
LZB	FB	623	BULGARIA AIR	BALKAN AIR TO	LZB
NULL	M0	0	AERO MONGOLIA	NULL	M0
NULL	M1	0	UNDEFINED	NULL	M1
NULL	M2	0	MHS AVIATION	NULL	M2
NULL	M3	0	NORTH FLYING AS	NORTH FLYING	M3
SME	M4	0	SMART AVIATION	M4/NAYZAK AIR	M4
KEN	M5	763	KENMORE AIR	KENMORE AIR	M5
NULL	M6	0	UNDEFINED	NULL	M6
MSL	M7	293	MARSLAND AVIATION	MARSLAND	M7
NULL	M8	0	PT.TRANSNUSA AVIATION	NULL	M8
NULL	M9	11	MOTOR-SICH JSC	MOTOR SICH	M9
MAH	MA	182	MALEV HUNGARIAN AIRLINES	NULL	MA
MAH	MA	182	MALEV HUNGARIAN AIRLINES	NULL	MAH
MAS	MH	232	MALAYSIA AIRLINES	MALAYSIA	MAS
MAU	MK	239	AIR MAURITIUS	AIR MAURITI	MAU
MAZ	Q3	391	ZAMBIAN AIRWAYS	ZAMBIAN AIR	MAZ
MNB	MB	716	MNG AIRLINES CARGO	MNG AIR CARGO	MB
NULL	MC	0	AIR MOBILITY COMMAND	NULL	MC
MCM	YO	747	HELI AIR MONACO	HELIAIRMONA	MCM
MDG	MD	258	AIR MADAGASCAR	MADAGASCAR	MD
MDA	AE	803	MANDARIN AIRLINES	MANDARIN AIR	MDA
MDG	MD	258	AIR MADAGASCAR	MADAGASCAR	MDG
MDL	RI	488	MANDALA AIRLINES	PT MANDALA	MDL
MDV	2M	860	MOLDAVIAN AIRLINES	MOLDAVIAN AIR	MDV
MEA	ME	76	MIDDLE EAST AIRLINES	MIDDLE EAST	ME
MEA	ME	76	MIDDLE EAST AIRLINES	MIDDLE EAST	MEA
MEP	YX	453	REPUBLIC AIRLINE	REPUBLIC AIRL	MEP
MES	XJ	582	MESABA AIRLINES	MESABA AIR	MES
CXA	MF	731	XIAMEN AIRLINES	XIAMEN AIR	MF
CCP	MG	0	CHAMPION AIR	MGM GRAND	MG
MGL	OM	289	MIAT MONGOLIAN AIRLINES	MIAT	MGL
MGX	YM	409	MONTENEGRO AIRLINES	MONTENEGRO AL	MGX
MAS	MH	232	MALAYSIA AIRLINES	MALAYSIA	MH
MHK	6N	503	AL NASER AIRLINES	NULL	MHK
SLK	MI	629	SILKAIR	SILKAIR	MI
MLR	MJ	817	MIHIN LANKA	MIHIN LANKA	MJ
MAU	MK	239	AIR MAURITIUS	AIR MAURITI	MK
BIE	ML	853	AIR MEDITERRANEE	AIR MEDITERRA	ML
MLA	Q5	0	FORTY MILE AIR	FORTY MILES A	MLA
MLD	9U	572	AIR MOLDOVA	AIR MOLDOVA	MLD
MLR	MJ	817	MIHIN LANKA	MIHIN LANKA	MLR
APJ	MM	0	PEACH AVIATION	MEDELLIN	MM
MMZ	YU	551	EUROATLANTIC AIRWAYS	NULL	MMZ
CAW	MN	161	COMAIR LTD	COMAIR	MN
MNB	MB	716	MNG AIRLINES CARGO	MNG AIR CARGO	MNB
MNT	5M	0	MONTSERRAT AIRWAYS	SIBAVIATRANS	MNT
CAV	MO	622	CALM AIR INTERNATIONAL	CALM AIR INTL	MO
MOD	SG	775	SPICEJET	SEMPATI AIR	MOD
MON	ZB	974	MONARCH AIRLINES	NULL	MON
MOV	NN	823	VIM AIRLINES	VIM AIRLINES	MOV
MPH	MP	129	MARTINAIR	MARTINAIR	MP
MPH	MP	129	MARTINAIR	MARTINAIR	MPH
MPJ	AQ	0	MAP MANAGEMENT PLANNING	NULL	MPJ
MPK	I6	315	AIR INDUS	NULL	MPK
EGF	MQ	93	AMERICAN EAGLE	NULL	MQ
NULL	MR	861	MONGOLIAN AIRLINES	MONGOLIAN AIR	MR
MRS	CW	778	AIR MARSHALL ISLANDS	MARSHALL IS	MRS
MRW	6V	0	MARS RK	MARS RK	MRW
MSR	MS	77	EGYPTAIR	EGYPTAIR	MS
MSL	M7	293	MARSLAND AVIATION	MARSLAND	MSL
MSR	MS	77	EGYPTAIR	EGYPTAIR	MSR
TCX	MT	727	THOMAS COOK AIRLINES	NULL	MT
CES	MU	781	CHINA EASTERN AIRLINES	CHINA EAST	MU
NULL	MV	0	AVIASTAR MANDIRI	ARMENIAN INTL	MV
MVD	KV	0	KAVMINVODYAVIA AIRLINES	KAVMINVODYAV	MVD
NULL	MW	415	MOKULELE FLIGHT SERVICE	MOKULELE	MW
MXA	MX	132	MEXICANA	MEXICANA	MX
MXA	MX	132	MEXICANA	MEXICANA	MXA
MYD	MY	391	MAYA ISLAND AIR	MAXJET AIRWAY	MY
MYD	MY	391	MAYA ISLAND AIR	MAXJET AIRWAY	MYD
MYI	7M	10	MAYAIR	AEROMONTERR	MYI
NULL	MZ	532	SAEREO	MERPATI	MZ
MZA	IH	0	JSC IRTYSH-AIR	FALCON AIR	MZA
NULL	N0	0	UNDEFINED	NULL	N0
NULL	N1	0	UNDEFINED	NULL	N1
NULL	N2	394	DAGESTAN AIRLINES	NULL	N2
NULL	N3	877	AEROLINEAS MAS	OMSKAVIA	N3
NULL	N4	0	TRANS AIR BENIN	NULL	N4
NULL	N5	0	NORFOLK AIR	NULL	N5
NULL	N6	758	ALPINE AIR	AEROCONTINENT	N6
NHG	N7	0	NHT LINHAS AEREAS	LAGUN AIR	N7
NULL	N8	0	CR AIRWAYS LIMITED	NULL	N8
QNK	N9	0	KABO AIR	NORTHCOAST AV	N9
NAO	NA	455	NORTH AMERICAN AIRLINES	NORTH AMERICA	NA
NAO	NA	455	NORTH AMERICAN AIRLINES	NORTH AMERICA	NAO
NAX	DY	328	NORWEGIAN AIR SHUTTLE	NORWEGIAN AIR	NAX
NAY	ZN	595	NAYSA	AIR BOURBON	NAY
NULL	NB	373	STERLING AIR	NULL	NB
NBK	F4	0	ALBARKA AIR SERVICES LTD	EURECA SRL	NBK
NJS	NC	0	NATIONAL JET SYSTEMS	NATIONAL JET	NC
GSW	ND	171	SKY WINGS AIRLINES	INTAIR INC.	ND
NDR	CK	0	CHINA CARGO AIRLINES	ANDESMAR LIN	NDR
NMA	NE	0	NESMA AIRLINES	SKYEUROPE AIR	NE
NEA	EJ	0	NEW ENGLAND AIRLINES	NEW ENGLAN	NEA
AVN	NF	218	AIR VANUATU	AIR VANUATU	NF
LDA	NG	231	LAUDA AIR	LAUDA AIR	NG
NGA	WT	0	WASAYA AIRWAYS	NIGERIA AIR	NGA
NGK	OC	0	ORIENTAL AIR BRIDGE	OMNI AVIACAO	NGK
ANA	NH	205	ALL NIPPON AIRWAYS	ALL NIPPON	NH
NHG	N7	0	NHT LINHAS AEREAS	LAGUN AIR	NHG
PGA	NI	685	PORTUGALIA	PORTUGALIA	NI
NIA	NP	325	NILE AIR	NILE AIR	NIA
AOG	NJ	592	AERO VIP	NULL	NJ
NJS	NC	0	NATIONAL JET SYSTEMS	NATIONAL JET	NJS
NULL	NK	487	SPIRIT AIRLINES	SPIRIT AIRLIN	NK
SAI	NL	740	SHAHEEN AIR INTL	SHAHEEN AIR	NL
NLY	HG	0	NIKI	NIKI	NLY
NULL	NM	0	MANX2	NULL	NM
NMA	NE	0	NESMA AIRLINES	SKYEUROPE AIR	NMA
NMB	SW	186	AIR NAMIBIA	AIR NAMIBIA	NMB
MOV	NN	823	VIM AIRLINES	VIM AIRLINES	NN
NULL	NO	703	NEOS SPA	NULL	NO
NOV	O9	948	NOVA AIRLINES	NULL	NOV
NIA	NP	325	NILE AIR	NILE AIR	NP
NPL	XN	743	AIR NEPAL INTERNATIONAL	NULL	NPL
AJX	NQ	0	AIR JAPAN COMPANY LTD	NULL	NQ
NULL	NR	0	MAX AIR	NULL	NR
NULL	NS	836	HEBEI AIRLINES	CAUCASUS AIR	NS
NSE	9R	0	SATENA	NULL	NSE
IBB	NT	474	BINTER CANARIAS	BINTER CAN	NT
NTJ	2N	121	NEXTJET	NEXTJET	NTJ
JTA	NU	353	JAPAN TRANSOCEAN AIR	JAPAN TRANSOC	NU
IRG	NV	346	IRANIAN NAFT AIRLINE	NULL	NV
NVD	X9	0	AVION EXPRESS	CITY STAR AIR	NVD
NVL	JN	0	NEW LIVINGSTON	NULL	NVL
NWA	NW	12	NORTHWEST AIRLINES	NWEST AIRLI	NW
NWA	NW	12	NORTHWEST AIRLINES	NWEST AIRLI	NWA
AMU	NX	675	AIR MACAU	AIR MACAU	NX
NXA	7A	0	AIR NEXT	HAINES AIR	NXA
FXI	NY	882	AIR ICELAND	AIR ICELAND	NY
ANZ	NZ	86	AIR NEW ZEALAND	NEW ZEALAND	NZ
NULL	O0	0	UNDEFINED	NULL	O0
NULL	O1	0	UNDEFINED	NULL	O1
NULL	O2	0	UNDEFINED	JET AIR	O2
NULL	O3	0	UNDEFINED	NULL	O3
NULL	O4	916	ANTRAK AIR	NULL	O4
KMZ	O5	174	COMORES AVIATION INTERNATIONAL	NULL	O5
ONE	O6	247	OCEANAIR LINHAS AEREAS	NULL	O6
NULL	O8	0	AXIS INTERNATIONAL LINES	NULL	O8
NOV	O9	948	NOVA AIRLINES	NULL	O9
OAL	OA	50	OLYMPIC AIR	OLYMPIC AIR	OA
OAI	OD	0	TOR AIR	NULL	OAI
OAL	OA	50	OLYMPIC AIR	OLYMPIC AIR	OAL
OAS	WY	910	OMAN AIR	OMAN AIR	OAS
OAW	2L	102	HELVETIC AIRWAYS	2L/HELVETIC	OAW
NULL	OB	930	BOLIVIANA DE AVIACION	NULL	OB
NGK	OC	0	ORIENTAL AIR BRIDGE	OMNI AVIACAO	OC
OCA	R7	717	ASERCA	ASERCA	OCA
OAI	OD	0	TOR AIR	NULL	OD
ODS	5K	654	HI FLY TRANSPORTES AEREO	SAC ODESSA	ODS
NULL	OE	0	YEONGNAM AIR	NULL	OE
NULL	OF	442	AIR FINLAND	NULL	OF
NULL	OG	130	AIR ONIX	AIR ONIX	OG
COM	OH	886	COMAIR INC.	COMAIR	OH
OHY	8Q	66	ONUR AIR	NULL	OHY
NULL	OI	0	OKAPI AIRLINES	ITALIATOUR	OI
OLA	OJ	0	FLY JAMAICA AIRWAYS	OVERLAND AIR	OJ
CSA	OK	64	CZECH AIRLINES CSA	CZECH AIRLINE	OK
OKS	S0	503	SLOK AIR INTERNATIONAL	SLOK AIR	OKS
OLT	OL	704	OLT OSTFRIESISCHE LUFTTR	OLT	OL
OLA	OJ	0	FLY JAMAICA AIRWAYS	OVERLAND AIR	OLA
OLT	OL	704	OLT OSTFRIESISCHE LUFTTR	OLT	OLT
MGL	OM	289	MIAT MONGOLIAN AIRLINES	MIAT	OM
OMQ	3E	0	MULTI AERO	AIR BRETAGNE	OMQ
OMT	CC	0	CM AIRLINES	MACAIR AIRL	OMT
RON	ON	123	OUR AIRLINE	AIR NAURU	ON
ONE	O6	247	OCEANAIR LINHAS AEREAS	NULL	ONE
SKW	OO	302	SKYWEST AIRLINES	SKY WEST	OO
NULL	OP	0	OLYMPIC AIRLINES	OLYMPIC AIRLS	OP
NULL	OQ	878	CHONGQING AIRLINES	NULL	OQ
TFL	OR	178	ARKEFLY	TUI AIRLINES	OR
ORB	R2	291	ORENAIR	ORENAIR	ORB
AUA	OS	257	AUSTRIAN AIRLINES	AUSTRIANAIR	OS
PEL	OT	0	AEROPELICAN AIR SERVICES	AEROPELICAN	OT
OTL	YG	233	SOUTH AIRLINES	SOUTH AIRLINE	OTL
CTN	OU	831	CROATIA AIRLINES	CROATIA	OU
ELL	OV	960	ESTONIAN AIR	ESTONIAN AIR	OV
EXK	OW	92	EXECUTIVE AIRLINES	NULL	OW
NULL	OX	578	ORIENT THAI AIRLINES	NULL	OX
NULL	OY	650	ANDES LINEAS AEREAS	ANDES	OY
AAR	OZ	988	ASIANA AIRLINES	ASIANA	OZ
PFZ	P0	659	PROFLIGHT COMMUTER	PROFLIGHT	P0
NULL	P1	351	PUBLICCHARTERS.COM	PUBLICCHARTER	P1
XAK	P2	0	AIRKENYA EXPRESS	NULL	P2
PTB	P3	0	PASSAREDO	NULL	P3
NULL	P4	0	AEROLINEAS SOSA	SOSA	P4
RPB	P5	845	AERO REPUBLICA	AEROREPUBLICA	P5
PSC	P6	0	PASCAN AVIATION INC	NULL	P6
NULL	P7	389	PALAU AIRWAYS	EAST LINE AIR	P7
NULL	P8	819	AIR MEKONG	PANTANAL LINH	P8
NULL	P9	602	PERUVIAN AIR LINES	PERM AIRLINES	P9
FCL	PA	0	FLORIDA COASTAL AIRLINES	FLORIDA COAST	PA
PAL	PR	79	PHILIPPINE AIRLINES	PHILIPPINE	PAL
SPR	PB	967	PROVINCIAL AIRLINES	PROVINCIAL	PB
PBA	9Q	543	PB AIR	PB AIR	PBA
PBU	8Y	0	AIR BURUNDI	AIRBURUNDI	PBU
PGT	PC	624	PEGASUS AIRLINES	PEGASUS	PC
PCO	8P	905	PACIFIC COASTAL AIRLINES	PAC.COASTAL	PCO
PCP	5P	676	AEROLINEA PRINCIPAL CHILE	AEROLINEA PR	PCP
NULL	PD	451	PORTER AIRLINES	NULL	PD
PEV	PE	335	ALTENRHEIN LUFTFARHRT	PHOEBUS	PE
PEL	OT	0	AEROPELICAN AIR SERVICES	AEROPELICAN	PEL
PEN	KS	339	PENAIR	PEN AIR	PEN
PEV	PE	335	ALTENRHEIN LUFTFARHRT	PHOEBUS	PEV
PRI	PF	834	PRIMERA AIR SCANDINAVIA	PALESTIN AIR	PF
PFZ	P0	659	PROFLIGHT COMMUTER	PROFLIGHT	PFZ
BKP	PG	829	BANGKOK AIRWAYS	BANGKOK AIR	PG
PGA	NI	685	PORTUGALIA	PORTUGALIA	PGA
PGT	PC	624	PEGASUS AIRLINES	PEGASUS	PGT
NULL	PH	0	TRANSAVIA DENMARK	POLYNESIAN	PH
NULL	PI	500	SOL DEL PARAGUAY LINEAS AEREAS	SOL DEL PARAG	PI
PIA	PK	214	PAKISTAN INTERNATIONAL	P I A	PIA
PIC	BL	550	JETSTAR PACIFIC AIRLINES	PACIFIC AIR	PIC
PIR	PM	0	PAMIR AIR	TROPIC AIR	PIR
NULL	PJ	638	AIR SAINT PIERRE	AIR ST PIERRE	PJ
PJS	PP	0	JET AVIATION BUSINESS	JET AVIATION	PJS
PIA	PK	214	PAKISTAN INTERNATIONAL	P I A	PK
NULL	PL	0	SOUTHERN AIR CHARTER	NULL	PL
PLR	J3	0	NORTHWESTERN AIR LEASE	NW AIR LEASE	PLR
PLV	DP	0	PERLA AIRLINES	AIR 2000 LTD	PLV
PIR	PM	0	PAMIR AIR	TROPIC AIR	PM
NULL	PN	847	CHINA WEST AIR	PAN AM	PN
NULL	PO	0	UNDEFINED	NULL	PO
POT	YQ	342	POLET AIRLINES	POLET AIRLINE	POT
